image_id,image_path,mask_original_path,mask_label_path,width,height,total_pixels,foreground_pixels,foreground_ratio,minority_pixels_c2_c3_c4,minority_ratio_c2_c3_c4,unknown_pixels,pix_c0,pix_c1,pix_c2,pix_c3,pix_c4,ratio_c0,ratio_c1,ratio_c2,ratio_c3,ratio_c4,foreground_percent,minority_percent,c4_percent,strongest_class
10,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_10.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_10.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0010.png,512,512,262144,90429,0.3449592590332031,4394,0.0167617797851562,0,171715,86035,4394,0,0,0.6550407409667969,0.3281974792480469,0.0167617797851562,0.0,0.0,34.49592590332031,1.6761779785156201,0.0,2
11,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_11.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_11.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0011.png,512,512,262144,58485,0.2231025695800781,0,0.0,0,203659,58485,0,0,0,0.7768974304199219,0.2231025695800781,0.0,0.0,0.0,22.31025695800781,0.0,0.0,1
12,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_12.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_12.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0012.png,512,512,262144,73967,0.2821617126464844,0,0.0,0,188177,73967,0,0,0,0.7178382873535156,0.2821617126464844,0.0,0.0,0.0,28.216171264648438,0.0,0.0,1
13,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_13.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_13.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0013.png,512,512,262144,115233,0.4395790100097656,0,0.0,0,146911,115233,0,0,0,0.5604209899902344,0.4395790100097656,0.0,0.0,0.0,43.95790100097656,0.0,0.0,1
14,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_14.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_14.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0014.png,512,512,262144,72758,0.2775497436523437,0,0.0,0,189386,72758,0,0,0,0.7224502563476562,0.2775497436523437,0.0,0.0,0.0,27.754974365234368,0.0,0.0,1
15,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_15.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_15.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0015.png,512,512,262144,110232,0.420501708984375,0,0.0,0,151912,110232,0,0,0,0.579498291015625,0.420501708984375,0.0,0.0,0.0,42.0501708984375,0.0,0.0,1
16,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_16.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_16.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0016.png,512,512,262144,91114,0.3475723266601562,2773,0.0105781555175781,0,171030,88341,2773,0,0,0.6524276733398438,0.3369941711425781,0.0105781555175781,0.0,0.0,34.75723266601562,1.05781555175781,0.0,2
17,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_17.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_17.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0017.png,512,512,262144,94024,0.358673095703125,3969,0.0151405334472656,0,168120,90055,3969,0,0,0.641326904296875,0.3435325622558594,0.0151405334472656,0.0,0.0,35.8673095703125,1.51405334472656,0.0,2
18,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_18.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_18.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0018.png,512,512,262144,101830,0.3884506225585937,3297,0.0125770568847656,0,160314,98533,3297,0,0,0.6115493774414062,0.3758735656738281,0.0125770568847656,0.0,0.0,38.84506225585937,1.25770568847656,0.0,2
19,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_19.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_19.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0019.png,512,512,262144,90252,0.3442840576171875,0,0.0,0,171892,90252,0,0,0,0.6557159423828125,0.3442840576171875,0.0,0.0,0.0,34.42840576171875,0.0,0.0,1
20,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_20.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_20.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0020.png,512,512,262144,84832,0.3236083984375,8089,0.0308570861816406,0,177312,76743,8089,0,0,0.6763916015625,0.2927513122558594,0.0308570861816406,0.0,0.0,32.36083984375,3.0857086181640603,0.0,2
21,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_21.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_21.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0021.png,512,512,262144,68000,0.2593994140625,0,0.0,0,194144,68000,0,0,0,0.7406005859375,0.2593994140625,0.0,0.0,0.0,25.93994140625,0.0,0.0,1
22,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_22.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_22.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0022.png,512,512,262144,90200,0.344085693359375,2064,0.00787353515625,0,171944,88136,2064,0,0,0.655914306640625,0.336212158203125,0.00787353515625,0.0,0.0,34.4085693359375,0.787353515625,0.0,2
23,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_23.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_23.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0023.png,512,512,262144,89244,0.3404388427734375,24463,0.0933189392089843,0,172900,64781,18648,5815,0,0.6595611572265625,0.2471199035644531,0.071136474609375,0.0221824645996093,0.0,34.04388427734375,9.33189392089843,0.0,3
24,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_24.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_24.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0024.png,512,512,262144,46499,0.1773796081542968,0,0.0,0,215645,46499,0,0,0,0.8226203918457031,0.1773796081542968,0.0,0.0,0.0,17.73796081542968,0.0,0.0,1
25,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_25.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_25.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0025.png,512,512,262144,44282,0.1689224243164062,0,0.0,0,217862,44282,0,0,0,0.8310775756835938,0.1689224243164062,0.0,0.0,0.0,16.892242431640618,0.0,0.0,1
26,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_26.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_26.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0026.png,512,512,262144,64038,0.2442855834960937,0,0.0,0,198106,64038,0,0,0,0.7557144165039062,0.2442855834960937,0.0,0.0,0.0,24.428558349609368,0.0,0.0,1
27,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_27.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_27.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0027.png,512,512,262144,41063,0.1566429138183593,0,0.0,0,221081,41063,0,0,0,0.8433570861816406,0.1566429138183593,0.0,0.0,0.0,15.664291381835929,0.0,0.0,1
28,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_28.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_28.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0028.png,512,512,262144,50872,0.194061279296875,0,0.0,0,211272,50872,0,0,0,0.805938720703125,0.194061279296875,0.0,0.0,0.0,19.4061279296875,0.0,0.0,1
29,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_29.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_29.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0029.png,512,512,262144,56199,0.2143821716308593,30399,0.1159629821777343,0,205945,25800,22521,5111,2767,0.7856178283691406,0.098419189453125,0.0859107971191406,0.0194969177246093,0.0105552673339843,21.43821716308593,11.59629821777343,1.05552673339843,4
30,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_30.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_30.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0030.png,512,512,262144,64528,0.24615478515625,43061,0.1642646789550781,0,197616,21467,26094,16403,564,0.75384521484375,0.0818901062011718,0.0995407104492187,0.0625724792480468,0.0021514892578125,24.615478515625,16.42646789550781,0.21514892578125,4
31,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_31.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_31.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0031.png,512,512,262144,94053,0.3587837219238281,55122,0.2102737426757812,0,168091,38931,46557,8565,0,0.6412162780761719,0.1485099792480468,0.1776008605957031,0.0326728820800781,0.0,35.87837219238281,21.027374267578118,0.0,3
32,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_32.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_32.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0032.png,512,512,262144,78156,0.2981414794921875,0,0.0,0,183988,78156,0,0,0,0.7018585205078125,0.2981414794921875,0.0,0.0,0.0,29.81414794921875,0.0,0.0,1
33,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_33.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_33.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0033.png,512,512,262144,82222,0.3136520385742187,0,0.0,0,179922,82222,0,0,0,0.6863479614257812,0.3136520385742187,0.0,0.0,0.0,31.365203857421868,0.0,0.0,1
34,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_34.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_34.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0034.png,512,512,262144,68633,0.2618141174316406,0,0.0,0,193511,68633,0,0,0,0.7381858825683594,0.2618141174316406,0.0,0.0,0.0,26.181411743164062,0.0,0.0,1
35,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_35.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_35.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0035.png,512,512,262144,73548,0.2805633544921875,0,0.0,0,188596,73548,0,0,0,0.7194366455078125,0.2805633544921875,0.0,0.0,0.0,28.05633544921875,0.0,0.0,1
36,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_36.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_36.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0036.png,512,512,262144,104588,0.3989715576171875,0,0.0,0,157556,104588,0,0,0,0.6010284423828125,0.3989715576171875,0.0,0.0,0.0,39.89715576171875,0.0,0.0,1
37,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_37.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_37.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0037.png,512,512,262144,78071,0.2978172302246094,0,0.0,0,184073,78071,0,0,0,0.7021827697753906,0.2978172302246094,0.0,0.0,0.0,29.781723022460938,0.0,0.0,1
38,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_38.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_38.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0038.png,512,512,262144,83270,0.3176498413085937,0,0.0,0,178874,83270,0,0,0,0.6823501586914062,0.3176498413085937,0.0,0.0,0.0,31.764984130859368,0.0,0.0,1
39,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_39.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_39.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0039.png,512,512,262144,77532,0.2957611083984375,0,0.0,0,184612,77532,0,0,0,0.7042388916015625,0.2957611083984375,0.0,0.0,0.0,29.57611083984375,0.0,0.0,1
40,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_40.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_40.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0040.png,512,512,262144,63576,0.242523193359375,1178,0.0044937133789062,0,198568,62398,1178,0,0,0.757476806640625,0.2380294799804687,0.0044937133789062,0.0,0.0,24.2523193359375,0.44937133789061995,0.0,2
41,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_41.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_41.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0041.png,512,512,262144,62600,0.238800048828125,2291,0.0087394714355468,0,199544,60309,2291,0,0,0.761199951171875,0.2300605773925781,0.0087394714355468,0.0,0.0,23.8800048828125,0.8739471435546801,0.0,2
42,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_42.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_42.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0042.png,512,512,262144,63082,0.2406387329101562,4080,0.01556396484375,0,199062,59002,4080,0,0,0.7593612670898438,0.2250747680664062,0.01556396484375,0.0,0.0,24.063873291015618,1.556396484375,0.0,2
43,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_43.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_43.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0043.png,512,512,262144,69705,0.2659034729003906,3974,0.0151596069335937,0,192439,65731,3974,0,0,0.7340965270996094,0.2507438659667969,0.0151596069335937,0.0,0.0,26.590347290039062,1.51596069335937,0.0,2
44,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_44.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_44.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0044.png,512,512,262144,91053,0.3473396301269531,0,0.0,0,171091,91053,0,0,0,0.6526603698730469,0.3473396301269531,0.0,0.0,0.0,34.73396301269531,0.0,0.0,1
45,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_45.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_45.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0045.png,512,512,262144,110940,0.4232025146484375,0,0.0,0,151204,110940,0,0,0,0.5767974853515625,0.4232025146484375,0.0,0.0,0.0,42.32025146484375,0.0,0.0,1
46,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_46.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_46.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0046.png,512,512,262144,100670,0.3840255737304687,0,0.0,0,161474,100670,0,0,0,0.6159744262695312,0.3840255737304687,0.0,0.0,0.0,38.40255737304687,0.0,0.0,1
47,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_47.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_47.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0047.png,512,512,262144,82834,0.3159866333007812,0,0.0,0,179310,82834,0,0,0,0.6840133666992188,0.3159866333007812,0.0,0.0,0.0,31.598663330078118,0.0,0.0,1
48,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_48.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_48.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0048.png,512,512,262144,99050,0.3778457641601562,0,0.0,0,163094,99050,0,0,0,0.6221542358398438,0.3778457641601562,0.0,0.0,0.0,37.78457641601562,0.0,0.0,1
49,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_49.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_49.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0049.png,512,512,262144,48920,0.186614990234375,17437,0.0665168762207031,0,213224,31483,17437,0,0,0.813385009765625,0.1200981140136718,0.0665168762207031,0.0,0.0,18.6614990234375,6.65168762207031,0.0,2
